Predicted_Video_ID,BestAnswer,BestAnswer_start,BestAnswer_end,LongAnswer,LongAnswer_start,LongAnswer_end,Related_Video_IDs
101,problem solution case study of Cabezas,8,13,the problem solution case study of Cabezas,8,13,
101,Cabezas,10,13,problem solution case study of Cabezas,8,13,
101,Cabezas,10,13,problem solution case study of Cabezas,8,13,
101,keeps an overview of what's happening in the cluster,322,326,keeps an overview of what's happening in the cluster whether something needs to be repaired or maybe if a container died and it needs to be restarted etc,322,334,
101,scheduling containers,337,340,responsible for scheduling containers on different,334,340,203
101,it helps you manage them in different environments,85,93,it helps you manage them in different environments like physical machines virtual machines or cloud environments or even hybrid deployment environments,85,101,
101,physical machines virtual machines or cloud environments or even hybrid deployment environments,89,101,physical machines virtual machines or cloud environments or even hybrid deployment environments,89,101,
101,rise of micro services,108,114,container orchestration tool actually so to go through this chronologically the rise of micro services,104,114,103 107
101,solve and what are the tasks of a container orchestration tool actually so to go through this chronologically the rise of micro services cause increased usage of container technologies because the containers actually offer the perfect host for small independent applications like Microsoft a nurse and the micro service technology actually resulted in applications that they're now comprised of hundreds or sometime maybe even thousands of containers now managing those loads of containers across multiple environments using scripts and self-made tools can be really complex and sometimes even impossible,101,149,solve and what are the tasks of a container orchestration tool actually so to go through this chronologically the rise of micro services cause increased usage of container technologies because the containers actually offer the perfect host for small independent applications like Microsoft a nurse and the micro service technology actually resulted in applications that they're now comprised of hundreds or sometime maybe even thousands of containers now managing those loads of containers across multiple environments using scripts and self-made tools can be really complex and sometimes even impossible,101,149,103
101,the containers actually offer the perfect host for small independent applications,114,122,the containers actually offer the perfect host for small independent applications like Microsoft a nurse,114,126,
101,the containers actually offer the perfect host for small independent applications,114,122,the containers actually offer the perfect host for small independent applications like Microsoft a nurse and the micro service technology actually resulted in applications that they're now comprised of hundreds or sometime maybe even thousands of containers now managing those loads of containers across multiple environments using scripts and self-made tools can be really complex and sometimes even impossible,114,149,
101,high availability,160,166,high availability in simple words high availability means that the application has no downtime,160,170,
101,pots and containers and services,34,38,the master nodes and the slave nodes and what are the kubernetes processes that actually make up the platform mechanism then we going to see some basic concepts and the components of kubernetes which are pots and containers and services,22,38,202
101,pots and containers and services,34,38,master nodes and the slave nodes and what are the kubernetes processes that actually make up the platform mechanism then we going to see some basic concepts and the components of kubernetes which are pots and containers and services,22,38,
101,what are the master nodes and the slave nodes,19,24,what are the master nodes and the slave nodes and what are the kubernetes processes that actually make up the platform mechanism,19,29,
