Predicted_Video_ID,BestAnswer,BestAnswer_start,BestAnswer_end,LongAnswer,LongAnswer_start,LongAnswer_end,Related_Video_IDs
101,an important topic in cloud computing security.,30,35,an important topic in cloud computing security. The authentication process serves as a protection mechanism against different sorts of attacks.,30,43,
101,identity provider for customers.,473,476,Keystone acts as the identity provider for customers.,470,476,
101,an abstraction used by other open stack services to group and isolate resources such as servers and images.,80,93,a project is an abstraction used by other open stack services to group and isolate resources such as servers and images.,80,93,
101,identity provider for customers.,473,476,"provides the actors identities in the cloud. Identities in the cloud may come from various locations such as SQL, LDAP, and Federated identity providers. Let us understand SQL. Keystone includes the option to store actors, that is the users and groups in SQL. Please scroll supports databases such as MySQL, Postgres and DB2. two Keystone will store information such as name, password and description. The settings for the database must be specified in the keystones configuration file. Keystone acts as the identity provider for customers.",422,476,
101,that the user or user group has some kind of access to resources in the project.,115,126,that the user or user group has some kind of access to resources in the project.,115,126,
101,"a collection of users, groups and projects.",138,143,"A domain is defined as a collection of users, groups and projects.",135,143,204 503
101,users and groups in SQL.,447,453,the users and groups in SQL.,447,453,401
502,chat line,280,286,chat line and here also there is a chat client that in between there is a chat server. So chat line since user typing server,280,294,101 504
101,collection of users.,207,209,Groups are collection of users.,204,209,302 502
502,chat server.,286,289,user typing server and in turn this chat server it aggregates typing from all the users sent to the clients and other user clients,289,302,101 503
101,users and groups in SQL.,447,453,the users and groups in SQL.,447,453,502
101,Groups are collection of users. Users are the individuals who use the cloud. Users and groups are collectively referred to as actors.,204,221,Groups are collection of users. Users are the individuals who use the cloud. Users and groups are collectively referred to as actors.,204,221,302 502
502,master node.,64,67,master node. So master node will be having the highest rates when compared to the slave nodes. And peer-to-peer to peer architecture all the nodes in the network will be having the equal rights so there is no master slave like a difference in peer to peer architecture so the role of entities are symmetric,64,85,101
101,What is a role? Roles are used in Keystone to convey authorization.,246,252,What is a role? Roles are used in Keystone to convey authorization.,246,252,502
101,A role assignment is a ternary or triple relationship.,254,262,"A role assignment is a ternary or triple relationship. The combination of an actor, a target and a role.",254,263,304
101,Targets are established that can be used for evaluating other targets.,1011,1017,Targets refer to the left hand key and rules refer to the right hand value. Targets are established that can be used for evaluating other targets.,1002,1017,304 204
101,targets.,307,309,"targets? Projects and domains are similar entities where the role is assigned on. A user or user group is given access to either a project or a domain by assigning a particular role value for that user or user group for a specific project or domain. Since projects and domains have similar characteristics, both entities can be referred to as targets.",276,309,502
101,both entities can be referred to as targets.,304,309,"Since projects and domains have similar characteristics, both entities can be referred to as targets.",298,309,204 502
101,A user may request a new token,934,937,A user may request a new token by providing a current token. The payload of the post request is less coded than its password counterpart. A token can be used to retrieve another token,934,951,501
101,current token.,938,940,current token. The payload of the post request is less coded than its password counterpart. A token can be used to retrieve another token as a token might expire.,938,953,501 503
101,less coded than its password counterpart.,943,949,less coded than its password counterpart. A token can be used to retrieve another token as a token might expire.,943,953,501 102
101,targets and rules.,999,1005,"a current token. The payload of the post request is less coded than its password counterpart. A token can be used to retrieve another token as a token might expire. What is access management and authorization? Managing access and authorizing the APIs a user can use is one of the key reasons Keystone is essential to OpenStack. Keystones approach to this problem is to create a role based access control that is an RBAC policy that is enforced on each public API endpoint. These policies are stored in a file on a disk, commonly named policy dot JSON. This below snippet of port is a brief example of the keystones policy dot JSON file which comprises of targets and rules.",938,1005,501
105,virtual data catalog,512,514,"virtual data catalog which are a virtual. Little code catalogue which would say where what good is there, where what data is there in a virtual fashion, not in a real fashion.",512,525,103 102 504
401,Exercise and test the false,683,686,"deliberately. Say for example, if you consider the approach does Netflix kiosk monkey, what it does exactly? It randomly terminates the virtual machine instances on the containers of one particular environment and this random termination exactly induce the fault tolerance machinery which exactly. Exercise and test the false",658,686,102 103 504
101,identities in the cloud.,424,426,"identities in the cloud. Identities in the cloud may come from various locations such as SQL, LDAP, and Federated identity providers. Let us understand SQL. Keystone includes the option to store actors, that is the users and groups in SQL. Please scroll supports databases such as MySQL, Postgres and DB2. two Keystone will store information such as name, password and description. The settings for the database must be specified in the keystones configuration file. Keystone acts as the identity provider",424,475,
202,cloud data can be secured.,109,112,"cloud data can be secured. At a high level,",109,119,101 405 205
101,it is easy to set up and secondly management of users and groups.,489,496,it is easy to set up and secondly management of users and groups.,489,496,
101,Keystone should not be an identity provider. Secondly. Keystone supports weak password. There is no password recovery or rotation.,503,521,The disadvantages are. Keystone should not be an identity provider. Secondly. Keystone supports weak password. There is no password recovery or rotation.,501,521,
